year,country,co2_pp,hdi,co2_pp_area,region
2009,Mauritius,2.98,0.74,1.72626765,Sub-Saharan Africa
2009,Mexico,4.12,0.739,2.029778313,North America
2009,"Micronesia, Fed. Sts.",1.55,0.633,1.24498996,Asia and Oceania
2009,Moldova,1.11,0.664,1.053565375,Eastern Europe
2009,Mongolia,4.91,0.693,2.215851981,Asia and Oceania
2009,Montenegro,2.93,0.787,1.711724277,Eastern Europe
2009,Morocco,1.64,0.603,1.280624847,Middle East and N Africa
2009,Mozambique,0.108,0.39,0.328633535,Sub-Saharan Africa
2009,Myanmar,0.205,0.515,0.452769257,Asia and Oceania
2009,Namibia,1.44,0.604,1.2,Sub-Saharan Africa
2009,Nepal,0.162,0.515,0.402492236,Asia and Oceania
2009,Netherlands,10.4,0.906,3.224903099,European Community
2009,New Zealand,7.49,0.899,2.736786437,Asia and Oceania
2009,Nicaragua,0.793,0.614,0.890505474,Latin America and Caribbean
2009,Niger,0.0612,0.312,0.247386338,Sub-Saharan Africa
2009,Nigeria,0.497,0.492,0.704982269,Sub-Saharan Africa
2009,Norway,11.5,0.936,3.391164992,Western Europe exc EC
2009,Oman,14.3,0.797,3.78153408,Middle East and N Africa
2009,Pakistan,0.951,0.521,0.975192289,Asia and Oceania
2009,Palau,12.1,0.77,3.478505426,Asia and Oceania
2009,Palestine,0.528,0.667,0.726636085,Asia and Oceania
2009,Panama,2.4,0.756,1.549193338,Latin America and Caribbean
2009,Papua New Guinea,0.733,0.485,0.856154192,Asia and Oceania
2009,Paraguay,0.744,0.664,0.862554346,Latin America and Caribbean
2009,Peru,1.78,0.708,1.334166406,Latin America and Caribbean
2009,Philippines,0.841,0.662,0.917060521,Asia and Oceania
2009,Poland,7.77,0.822,2.787471973,European Community
2009,Portugal,5.08,0.812,2.253885534,European Community
2009,Qatar,43.5,0.825,6.595452979,Middle East and N Africa
2009,Romania,3.96,0.797,1.989974874,European Community
2009,Russia,11,0.773,3.31662479,Eastern Europe
2009,Rwanda,0.0577,0.454,0.240208243,Sub-Saharan Africa
2009,Samoa,1.01,0.69,1.004987562,Asia and Oceania
2009,Sao Tome and Principe,0.537,0.542,0.732802838,Western Europe exc EC
2009,Saudi Arabia,17.6,0.792,4.195235393,Middle East and N Africa
2009,Senegal,0.365,0.449,0.604152299,Sub-Saharan Africa
2009,Serbia,5.09,0.755,2.256102835,Eastern Europe
2009,Seychelles,5.76,0.74,2.4,Sub-Saharan Africa
2009,Sierra Leone,0.103,0.384,0.320936131,Sub-Saharan Africa
2009,Singapore,11.3,0.889,3.361547263,Asia and Oceania
2009,Slovak Republic,6.3,0.822,2.50998008,Eastern Europe
2009,Slovenia,7.51,0.872,2.740437921,European Community
2009,Solomon Islands,0.377,0.492,0.614003257,Asia and Oceania
2009,South Africa,9.87,0.63,3.141655614,Sub-Saharan Africa
2009,South Korea,10.3,0.87,3.209361307,Asia and Oceania
2009,South Sudan,,,0,Middle East and N Africa
2009,Spain,6.2,0.86,2.48997992,European Community
2009,Sri Lanka,0.656,0.739,0.809938269,Asia and Oceania
2009,St. Kitts and Nevis,4.4,,2.097617696,Latin America and Caribbean
2009,St. Lucia,2.25,0.724,1.5,Latin America and Caribbean
2009,St. Vincent and the Grenadines,2.85,0.711,1.688194302,Latin America and Caribbean
2009,Sudan,0.462,0.461,0.679705819,Middle East and N Africa
2009,Suriname,3.85,0.7,1.962141687,Latin America and Caribbean
2009,Swaziland,0.885,0.523,0.940744386,Sub-Saharan Africa
2009,Sweden,4.62,0.895,2.149418526,European Community
2009,Switzerland,5.38,0.92,2.319482701,Western Europe exc EC
2009,Syria,2.99,0.65,1.729161647,Middle East and N Africa
2009,Tajikistan,0.328,0.603,0.572712843,Eastern Europe
2009,Tanzania,0.133,0.488,0.364691651,Sub-Saharan Africa
2009,Thailand,4,0.711,2,Asia and Oceania
2009,Timor-Leste,0.208,0.599,0.45607017,Asia and Oceania
2009,Togo,0.44,0.449,0.663324958,Sub-Saharan Africa
2009,Tonga,1.27,0.707,1.126942767,Asia and Oceania
2009,Trinidad and Tobago,34,0.772,5.830951895,Latin America and Caribbean
2009,Tunisia,2.36,0.71,1.53622915,European Community
2009,Turkey,3.89,0.715,1.972308292,Western Europe exc EC
2009,Turkmenistan,10.1,,3.178049716,Eastern Europe
2009,Uganda,0.103,0.473,0.320936131,Sub-Saharan Africa
2009,Ukraine,5.66,0.728,2.379075451,Eastern Europe
2009,United Arab Emirates,21.9,0.826,4.679743583,Middle East and N Africa
2009,United Kingdom,7.52,0.895,2.74226184,European Community
2009,United States,17.2,0.907,4.147288271,North America
2009,Uruguay,2.4,0.777,1.549193338,Latin America and Caribbean
2009,Uzbekistan,3.81,0.657,1.95192213,Eastern Europe
2009,Vanuatu,0.524,0.59,0.723878443,Asia and Oceania
2009,Venezuela,6.29,0.754,2.507987241,Latin America and Caribbean
2009,Vietnam,1.47,0.647,1.212435565,Asia and Oceania
2009,Yemen,1.07,0.488,1.034408043,Middle East and N Africa
2009,Zambia,0.186,0.533,0.431277173,Sub-Saharan Africa
2009,Zimbabwe,0.406,0.436,0.637181293,Sub-Saharan Africa
2010,Afghanistan,0.294,0.454,0.542217668,Asia and Oceania
2010,Albania,1.56,0.738,1.2489996,Eastern Europe
2010,Algeria,3.3,0.724,1.816590212,Middle East and N Africa
2010,Andorra,6.12,0.819,2.473863375,Western Europe exc EC
2010,Angola,1.24,0.495,1.113552873,Sub-Saharan Africa
2010,Antigua and Barbuda,5.54,0.782,2.353720459,Asia and Oceania
2010,Argentina,4.56,0.816,2.13541565,Latin America and Caribbean
2010,Armenia,1.47,0.729,1.212435565,Eastern Europe
2010,Australia,17.7,0.927,4.207136794,Asia and Oceania
2010,Austria,8.03,0.88,2.833725463,European Community
2010,Azerbaijan,3.4,0.741,1.843908891,Eastern Europe
2010,Bahamas,4.58,0.788,2.140093456,Latin America and Caribbean
2010,Bahrain,23.6,0.812,4.857983121,Middle East and N Africa
2010,Bangladesh,0.394,0.545,0.627694193,Asia and Oceania
2010,Barbados,5.29,0.78,2.3,Latin America and Caribbean
2010,Belarus,6.65,0.787,2.578759392,Eastern Europe
2010,Belgium,10.1,0.884,3.178049716,European Community
2010,Belize,1.68,0.7,1.29614814,Latin America and Caribbean
2010,Benin,0.553,0.454,0.743639698,Sub-Saharan Africa
2010,Bhutan,0.67,0.572,0.818535277,Asia and Oceania
2010,Bolivia,1.53,0.649,1.236931688,Latin America and Caribbean
2010,Bosnia and Herzegovina,5.72,0.711,2.391652149,Eastern Europe
2010,Botswana,2.33,0.678,1.526433752,Sub-Saharan Africa
2010,Brazil,2.13,0.724,1.459451952,Latin America and Caribbean
2010,Brunei,21.1,0.846,4.593473631,Asia and Oceania
2010,Bulgaria,5.96,0.775,2.441311123,European Community
2010,Burkina Faso,0.126,0.377,0.354964787,Sub-Saharan Africa
2010,Burundi,0.0243,0.385,0.155884573,Sub-Saharan Africa
2010,Cambodia,0.35,0.533,0.591607978,Asia and Oceania
2010,Cameroon,0.34,0.486,0.583095189,Sub-Saharan Africa
2010,Canada,15.6,0.903,3.949683532,North America
2010,Cape Verde,1.11,0.632,1.053565375,Sub-Saharan Africa
2010,Central African Republic,0.0593,0.361,0.243515913,Sub-Saharan Africa
2010,Chad,0.0435,0.37,0.208566536,Sub-Saharan Africa
2010,Chile,4.25,0.82,2.061552813,Latin America and Caribbean
2010,China,6.45,0.7,2.53968502,Asia and Oceania
2010,Colombia,1.66,0.7,1.288409873,Latin America and Caribbean
2010,Comoros,0.234,0.479,0.483735465,Asia and Oceania
2010,"Congo, Dem. Rep.",0.0313,0.398,0.17691806,Sub-Saharan Africa
2010,"Congo, Rep.",0.451,0.558,0.671565336,Sub-Saharan Africa
2010,Costa Rica,1.67,0.752,1.292284798,Latin America and Caribbean
2010,Cote d'Ivoire,0.342,0.441,0.584807661,Sub-Saharan Africa
2010,Croatia,4.66,0.808,2.158703314,European Community
2010,Cuba,3.39,0.78,1.841195264,Latin America and Caribbean
2010,Cyprus,6.93,0.847,2.632489316,European Community
2010,Czech Republic,10.6,0.861,3.255764119,European Community
2010,Denmark,8.4,0.91,2.898275349,European Community
2010,Djibouti,0.607,0.451,0.779102047,Sub-Saharan Africa
2010,Dominica,1.95,0.722,1.396424004,Latin America and Caribbean
2010,Dominican Republic,2.12,0.703,1.456021978,Latin America and Caribbean
2010,Ecuador,2.44,0.71,1.562049935,Latin America and Caribbean
2010,Egypt,2.41,0.671,1.55241747,Middle East and N Africa
2010,El Salvador,1.05,0.666,1.024695077,Latin America and Caribbean
2010,Equatorial Guinea,4.92,0.58,2.218107301,Sub-Saharan Africa
2010,Eritrea,0.117,0.405,0.342052628,Sub-Saharan Africa
2010,Estonia,13.6,0.838,3.687817783,European Community
2010,Ethiopia,0.0751,0.411,0.274043792,Sub-Saharan Africa
2010,Fiji,1.42,0.709,1.191637529,Asia and Oceania
2010,Finland,11.6,0.878,3.405877273,European Community
2010,France,5.6,0.882,2.366431913,European Community
2010,Gabon,2.93,0.664,1.711724277,Sub-Saharan Africa
2010,Gambia,0.256,0.441,0.505964426,Sub-Saharan Africa
2010,Georgia,1.49,0.742,1.220655562,Eastern Europe
2010,Germany,9.38,0.912,3.062678566,European Community
2010,Ghana,0.406,0.554,0.637181293,Sub-Saharan Africa
2010,Greece,7.33,0.86,2.707397274,European Community
2010,Grenada,2.49,0.741,1.577973384,Latin America and Caribbean
2010,Guatemala,0.797,0.609,0.892748565,Latin America and Caribbean
2010,Guinea,0.241,0.385,0.490917508,Sub-Saharan Africa
2010,Guinea-Bissau,0.153,0.41,0.391152144,Sub-Saharan Africa
2010,Guyana,2.3,0.624,1.516575089,Latin America and Caribbean
2010,Haiti,0.213,0.47,0.46151923,Latin America and Caribbean
2010,Honduras,0.973,0.611,0.986407624,Latin America and Caribbean
2010,Hungary,5.06,0.821,2.249444376,European Community
2010,Iceland,6.12,0.894,2.473863375,Western Europe exc EC
2010,India,1.4,0.58,1.183215957,Asia and Oceania
2010,Indonesia,1.77,0.662,1.33041347,Asia and Oceania
2010,Iran,7.68,0.745,2.771281292,Middle East and N Africa
2010,Iraq,3.65,0.649,1.910497317,Middle East and N Africa
2010,Ireland,8.66,0.909,2.942787794,European Community
2010,Israel,9.28,0.883,3.046309242,Middle East and N Africa
2010,Italy,6.79,0.872,2.605762844,European Community
2010,Jamaica,2.59,0.722,1.609347694,Latin America and Caribbean
2010,Japan,9.11,0.884,3.018277655,Asia and Oceania
2010,Jordan,2.95,0.737,1.717556404,Middle East and N Africa
2010,Kazakhstan,15.2,0.766,3.898717738,Eastern Europe
2010,Kenya,0.294,0.53,0.542217668,Sub-Saharan Africa
2010,Kiribati,0.607,0.585,0.779102047,Asia and Oceania
2010,Kuwait,29.9,0.792,5.468089246,Middle East and N Africa
2010,Kyrgyz Republic,1.18,0.632,1.086278049,Eastern Europe
2010,Lao,0.262,0.542,0.511859356,Asia and Oceania
2010,Latvia,3.81,0.81,1.95192213,European Community
2010,Lebanon,4.62,0.758,2.149418526,Middle East and N Africa
2010,Lesotho,1.12,0.469,1.058300524,Sub-Saharan Africa
2010,Liberia,0.201,0.406,0.448330235,Sub-Saharan Africa
2010,Libya,10,0.756,3.16227766,Middle East and N Africa
2010,Liechtenstein,1.53,0.904,1.236931688,Western Europe exc EC
2010,Lithuania,4.31,0.826,2.076053949,European Community
2010,Luxembourg,21.6,0.894,4.647580015,European Community
2010,"Macedonia, FYR",4.15,0.735,2.037154879,Eastern Europe
2010,Madagascar,0.0926,0.504,0.304302481,Sub-Saharan Africa
2010,Malawi,0.0754,0.444,0.274590604,Sub-Saharan Africa
2010,Malaysia,7.77,0.774,2.787471973,Asia and Oceania
2010,Maldives,2.57,0.663,1.603121954,Asia and Oceania
2010,Mali,0.064,0.404,0.252982213,Sub-Saharan Africa
2010,Malta,6.15,0.826,2.479919354,European Community
2010,Mauritania,0.62,0.487,0.787400787,Sub-Saharan Africa
2010,Mauritius,3.14,0.748,1.772004515,Sub-Saharan Africa
2010,Mexico,3.96,0.745,1.989974874,North America
2010,"Micronesia, Fed. Sts.",1.1,0.638,1.048808848,Asia and Oceania
2010,Moldova,1.21,0.672,1.1,Eastern Europe
2010,Mongolia,5.09,0.701,2.256102835,Asia and Oceania
2010,Montenegro,4.14,0.792,2.034698995,Eastern Europe
2010,Morocco,1.73,0.612,1.315294644,Middle East and N Africa
2010,Mozambique,0.113,0.397,0.336154726,Sub-Saharan Africa
2010,Myanmar,0.25,0.526,0.5,Asia and Oceania
2010,Namibia,1.43,0.612,1.195826074,Sub-Saharan Africa
2010,Nepal,0.187,0.529,0.432434966,Asia and Oceania
2010,Netherlands,11,0.911,3.31662479,European Community
2010,New Zealand,7.27,0.901,2.696293753,Asia and Oceania
2010,Nicaragua,0.791,0.62,0.889381808,Latin America and Caribbean
2010,Niger,0.0714,0.323,0.267207784,Sub-Saharan Africa
2010,Nigeria,0.577,0.5,0.759605161,Sub-Saharan Africa
2010,Norway,12.3,0.939,3.507135583,Western Europe exc EC
2010,Oman,15.6,0.797,3.949683532,Middle East and N Africa
2010,Pakistan,0.946,0.525,0.972625313,Asia and Oceania
2010,Palau,12.4,0.77,3.521363372,Asia and Oceania
2010,Palestine,0.5,0.669,0.707106781,Asia and Oceania
2010,Panama,2.52,0.758,1.587450787,Latin America and Caribbean
2010,Papua New Guinea,0.67,0.494,0.818535277,Asia and Oceania
2010,Paraguay,0.821,0.675,0.906090503,Latin America and Caribbean
2010,Peru,1.96,0.721,1.4,Latin America and Caribbean
2010,Philippines,0.905,0.669,0.95131488,Asia and Oceania
2010,Poland,8.25,0.829,2.872281323,European Community
2010,Portugal,4.52,0.818,2.126029163,European Community
2010,Qatar,40.7,0.827,6.379655163,Middle East and N Africa
2010,Romania,3.89,0.798,1.972308292,European Community
2010,Russia,11.7,0.785,3.420526275,Eastern Europe
2010,Rwanda,0.0576,0.464,0.24,Sub-Saharan Africa
2010,Samoa,1,0.693,1,Asia and Oceania
2010,Sao Tome and Principe,0.566,0.546,0.752329715,Western Europe exc EC
2010,Saudi Arabia,18.9,0.804,4.347413024,Middle East and N Africa
2010,Senegal,0.6,0.455,0.774596669,Sub-Saharan Africa
2010,Serbia,5.09,0.757,2.256102835,Eastern Europe
2010,Seychelles,4.85,0.744,2.202271555,Sub-Saharan Africa
2010,Sierra Leone,0.112,0.392,0.334664011,Sub-Saharan Africa
2010,Singapore,11,0.911,3.31662479,Asia and Oceania
2010,Slovak Republic,6.71,0.829,2.590366769,Eastern Europe
2010,Slovenia,7.5,0.876,2.738612788,European Community
2010,Solomon Islands,0.375,0.497,0.612372436,Asia and Oceania
2010,South Africa,9.19,0.638,3.031501278,Sub-Saharan Africa
2010,South Korea,11.4,0.884,3.376388603,Asia and Oceania
2010,South Sudan,,0.429,0,Middle East and N Africa
2010,Spain,5.79,0.867,2.406241883,European Community
2010,Sri Lanka,0.657,0.746,0.810555365,Asia and Oceania
2010,St. Kitts and Nevis,4.28,0.741,2.068816087,Latin America and Caribbean
2010,St. Lucia,2.34,0.733,1.529705854,Latin America and Caribbean
2010,St. Vincent and the Grenadines,2.01,0.712,1.417744688,Latin America and Caribbean
2010,Sudan,0.464,0.463,0.681175455,Middle East and N Africa
2010,Suriname,4.57,0.704,2.137755833,Latin America and Caribbean
2010,Swaziland,0.863,0.526,0.928977933,Sub-Saharan Africa
2010,Sweden,5.54,0.901,2.353720459,European Community
2010,Switzerland,4.98,0.932,2.23159136,Western Europe exc EC
2010,Syria,2.93,0.646,1.711724277,Middle East and N Africa
2010,Tajikistan,0.333,0.608,0.577061522,Eastern Europe
2010,Tanzania,0.154,0.498,0.392428337,Sub-Saharan Africa
2010,Thailand,4.19,0.72,2.046948949,Asia and Oceania
2010,Timor-Leste,0.212,0.607,0.460434577,Asia and Oceania
2010,Togo,0.406,0.457,0.637181293,Sub-Saharan Africa
2010,Tonga,1.13,0.712,1.063014581,Asia and Oceania
2010,Trinidad and Tobago,36.1,0.774,6.008327554,Latin America and Caribbean
2010,Tunisia,2.6,0.714,1.61245155,European Community
2010,Turkey,4.12,0.737,2.029778313,Western Europe exc EC
2010,Turkmenistan,11.3,0.665,3.361547263,Eastern Europe
2010,Uganda,0.116,0.477,0.340587727,Sub-Saharan Africa
2010,Ukraine,6.65,0.734,2.578759392,Eastern Europe
2010,United Arab Emirates,19.4,0.824,4.404543109,Middle East and N Africa
2010,United Kingdom,7.79,0.902,2.791057147,European Community
2010,United States,17.5,0.91,4.183300133,North America
2010,Uruguay,1.89,0.78,1.374772708,Latin America and Caribbean
2010,Uzbekistan,3.64,0.664,1.907878403,Eastern Europe
2010,Vanuatu,0.512,0.591,0.715541753,Asia and Oceania
2010,Venezuela,6.51,0.756,2.551470164,Latin America and Caribbean
2010,Vietnam,1.61,0.655,1.268857754,Asia and Oceania
2010,Yemen,0.993,0.493,0.996493853,Middle East and N Africa
2010,Zambia,0.194,0.543,0.440454311,Sub-Saharan Africa
2010,Zimbabwe,0.552,0.452,0.742967025,Sub-Saharan Africa
2011,Afghanistan,0.412,0.463,0.641872261,Asia and Oceania
2011,Albania,1.79,0.752,1.337908816,Eastern Europe
2011,Algeria,3.29,0.732,1.813835715,Middle East and N Africa
2011,Andorra,5.87,0.819,2.422808288,Western Europe exc EC
2011,Angola,1.25,0.508,1.118033989,Sub-Saharan Africa
2011,Antigua and Barbuda,5.36,0.778,2.315167381,Asia and Oceania
2011,Argentina,4.6,0.822,2.144761059,Latin America and Caribbean
2011,Armenia,1.71,0.732,1.307669683,Eastern Europe
2011,Australia,17.4,0.93,4.171330723,Asia and Oceania
2011,Austria,7.69,0.884,2.773084925,European Community
2011,Azerbaijan,3.66,0.742,1.913112647,Eastern Europe
2011,Bahamas,5.09,0.789,2.256102835,Latin America and Caribbean
2011,Bahrain,22.4,0.812,4.732863826,Middle East and N Africa
2011,Bangladesh,0.412,0.557,0.641872261,Asia and Oceania
2011,Barbados,5.45,0.785,2.334523506,Latin America and Caribbean
2011,Belarus,6.77,0.793,2.601922366,Eastern Europe
2011,Belgium,9.08,0.886,3.013303835,European Community
2011,Belize,1.83,0.702,1.352774926,Latin America and Caribbean
2011,Benin,0.56,0.458,0.748331477,Sub-Saharan Africa
2011,Bhutan,0.99,0.581,0.994987437,Asia and Oceania
2011,Bolivia,1.6,0.655,1.264911064,Latin America and Caribbean
2011,Bosnia and Herzegovina,6.48,0.728,2.545584412,Eastern Europe
2011,Botswana,2.04,0.687,1.428285686,Sub-Saharan Africa
2011,Brazil,2.21,0.73,1.486606875,Latin America and Caribbean
2011,Brunei,24.6,0.852,4.959838707,Asia and Oceania
2011,Bulgaria,6.71,0.778,2.590366769,European Community
2011,Burkina Faso,0.138,0.384,0.371483512,Sub-Saharan Africa
2011,Burundi,0.0268,0.393,0.163707055,Sub-Saharan Africa
2011,Cambodia,0.358,0.54,0.598331012,Asia and Oceania
2011,Cameroon,0.281,0.496,0.530094331,Sub-Saharan Africa
2011,Canada,15.6,0.907,3.949683532,North America
2011,Cape Verde,1.21,0.636,1.1,Sub-Saharan Africa
2011,Central African Republic,0.0623,0.366,0.249599679,Sub-Saharan Africa
2011,Chad,0.0439,0.381,0.209523268,Sub-Saharan Africa
2011,Chile,4.62,0.826,2.149418526,Latin America and Caribbean
2011,China,7.12,0.703,2.668332813,Asia and Oceania
2011,Colombia,1.65,0.707,1.284523258,Latin America and Caribbean
2011,Comoros,0.192,0.484,0.438178046,Asia and Oceania
2011,"Congo, Dem. Rep.",0.0374,0.407,0.193390796,Sub-Saharan Africa
2011,"Congo, Rep.",0.501,0.557,0.707813535,Sub-Saharan Africa
2011,Costa Rica,1.68,0.758,1.29614814,Latin America and Caribbean
2011,Cote d'Ivoire,0.347,0.444,0.589067059,Sub-Saharan Africa
2011,Croatia,4.59,0.815,2.142428529,European Community
2011,Cuba,3.17,0.778,1.780449381,Latin America and Caribbean
2011,Cyprus,6.6,0.85,2.569046516,European Community
2011,Czech Republic,10.1,0.864,3.178049716,European Community
2011,Denmark,7.28,0.922,2.698147513,European Community
2011,Djibouti,0.546,0.46,0.738918128,Sub-Saharan Africa
2011,Dominica,1.79,0.722,1.337908816,Latin America and Caribbean
2011,Dominican Republic,2.12,0.706,1.456021978,Latin America and Caribbean
2011,Ecuador,2.54,0.717,1.593737745,Latin America and Caribbean
2011,Egypt,2.53,0.673,1.590597372,Middle East and N Africa
2011,El Salvador,1.07,0.67,1.034408043,Latin America and Caribbean
2011,Equatorial Guinea,6.16,0.583,2.481934729,Sub-Saharan Africa
2011,Eritrea,0.133,0.41,0.364691651,Sub-Saharan Africa
2011,Estonia,14,0.85,3.741657387,European Community
2011,Ethiopia,0.0858,0.422,0.29291637,Sub-Saharan Africa
2011,Fiji,1.26,0.714,1.122497216,Asia and Oceania
2011,Finland,10.5,0.884,3.240370349,European Community
2011,France,5.24,0.885,2.289104628,European Community
2011,Gabon,2.93,0.669,1.711724277,Sub-Saharan Africa
2011,Gambia,0.256,0.44,0.505964426,Sub-Saharan Africa
2011,Georgia,1.91,0.749,1.382027496,Eastern Europe
2011,Germany,9.05,0.916,3.008321791,European Community
2011,Ghana,0.391,0.563,0.625299928,Sub-Saharan Africa
2011,Greece,6.99,0.858,2.643860813,European Community
2011,Grenada,2.41,0.744,1.55241747,Latin America and Caribbean
2011,Guatemala,0.792,0.616,0.889943818,Latin America and Caribbean
2011,Guinea,0.252,0.396,0.501996016,Sub-Saharan Africa
2011,Guinea-Bissau,0.154,0.416,0.392428337,Sub-Saharan Africa
2011,Guyana,2.38,0.63,1.542724862,Latin America and Caribbean
2011,Haiti,0.219,0.477,0.467974358,Latin America and Caribbean
2011,Honduras,1.07,0.614,1.034408043,Latin America and Caribbean
2011,Hungary,4.83,0.823,2.197726098,European Community
2011,Iceland,5.82,0.901,2.412467616,Western Europe exc EC
2011,India,1.48,0.59,1.216552506,Asia and Oceania
2011,Indonesia,2.46,0.669,1.568438714,Asia and Oceania
2011,Iran,7.8,0.755,2.792848009,Middle East and N Africa
2011,Iraq,4.24,0.656,2.059126028,Middle East and N Africa
2011,Ireland,7.64,0.895,2.764054992,European Community
2011,Israel,9.13,0.889,3.021588986,Middle East and N Africa
2011,Italy,6.66,0.877,2.58069758,European Community
2011,Jamaica,2.78,0.725,1.6673332,Latin America and Caribbean
2011,Japan,9.27,0.889,3.04466747,Asia and Oceania
2011,Jordan,2.86,0.735,1.691153453,Middle East and N Africa
2011,Kazakhstan,15.6,0.774,3.949683532,Eastern Europe
2011,Kenya,0.317,0.536,0.56302753,Sub-Saharan Africa
2011,Kiribati,0.596,0.581,0.772010363,Asia and Oceania
2011,Kuwait,28.5,0.794,5.338539126,Middle East and N Africa
2011,Kyrgyz Republic,1.39,0.638,1.178982612,Eastern Europe
2011,Lao,0.256,0.554,0.505964426,Asia and Oceania
2011,Latvia,3.49,0.812,1.868154169,European Community
2011,Lebanon,4.46,0.763,2.111871208,Middle East and N Africa
2011,Lesotho,1.13,0.479,1.063014581,Sub-Saharan Africa
2011,Liberia,0.219,0.416,0.467974358,Sub-Saharan Africa
2011,Libya,6.41,0.706,2.53179778,Middle East and N Africa
2011,Liechtenstein,1.31,0.909,1.144552314,Western Europe exc EC
2011,Lithuania,4.48,0.83,2.116601049,European Community
2011,Luxembourg,21,0.892,4.582575695,European Community
2011,"Macedonia, FYR",4.54,0.739,2.130727575,Eastern Europe
2011,Madagascar,0.108,0.506,0.328633535,Sub-Saharan Africa
2011,Malawi,0.0756,0.454,0.274954542,Sub-Saharan Africa
2011,Malaysia,7.7,0.776,2.774887385,Asia and Oceania
2011,Maldives,2.63,0.675,1.621727474,Asia and Oceania
2011,Mali,0.0673,0.411,0.259422435,Sub-Saharan Africa
2011,Malta,6.07,0.821,2.463736999,European Community
2011,Mauritania,0.644,0.491,0.802496106,Sub-Saharan Africa
2011,Mauritius,3.13,0.756,1.769180601,Sub-Saharan Africa
2011,Mexico,4.07,0.748,2.0174241,North America
2011,"Micronesia, Fed. Sts.",1.17,0.64,1.081665383,Asia and Oceania
2011,Moldova,1.24,0.679,1.113552873,Eastern Europe
2011,Mongolia,7.79,0.712,2.791057147,Asia and Oceania
2011,Montenegro,4.11,0.797,2.027313493,Eastern Europe
2011,Morocco,1.76,0.623,1.326649916,Middle East and N Africa
2011,Mozambique,0.129,0.4,0.3591657,Sub-Saharan Africa
2011,Myanmar,0.283,0.533,0.531977443,Asia and Oceania
2011,Namibia,1.28,0.619,1.13137085,Sub-Saharan Africa
2011,Nepal,0.202,0.538,0.449444101,Asia and Oceania
2011,Netherlands,10.4,0.921,3.224903099,European Community
2011,New Zealand,7.13,0.904,2.670205985,Asia and Oceania
2011,Nicaragua,0.84,0.625,0.916515139,Latin America and Caribbean
2011,Niger,0.0778,0.331,0.278926514,Sub-Saharan Africa
2011,Nigeria,0.588,0.507,0.766811581,Sub-Saharan Africa
2011,Norway,9.13,0.941,3.021588986,Western Europe exc EC
2011,Oman,16.7,0.797,4.086563348,Middle East and N Africa
2011,Pakistan,0.93,0.529,0.964365076,Asia and Oceania
2011,Palau,12.3,0.775,3.507135583,Asia and Oceania
2011,Palestine,0.538,0.674,0.733484833,Asia and Oceania
2011,Panama,2.72,0.765,1.64924225,Latin America and Caribbean
2011,Papua New Guinea,0.733,0.501,0.856154192,Asia and Oceania
2011,Paraguay,0.845,0.679,0.919238816,Latin America and Caribbean
2011,Peru,1.67,0.725,1.292284798,Latin America and Caribbean
2011,Philippines,0.897,0.666,0.947100839,Asia and Oceania
2011,Poland,8.27,0.834,2.875760769,European Community
2011,Portugal,4.48,0.824,2.116601049,European Community
2011,Qatar,41.2,0.837,6.418722614,Middle East and N Africa
2011,Romania,4.18,0.797,2.04450483,European Community
2011,Russia,12.3,0.792,3.507135583,Eastern Europe
2011,Rwanda,0.0631,0.475,0.251197134,Sub-Saharan Africa
2011,Samoa,1.07,0.698,1.034408043,Asia and Oceania
2011,Sao Tome and Principe,0.574,0.553,0.757627877,Western Europe exc EC
2011,Saudi Arabia,17.7,0.818,4.207136794,Middle East and N Africa
2011,Senegal,0.629,0.463,0.793095202,Sub-Saharan Africa
2011,Serbia,5.47,0.767,2.338803113,Eastern Europe
2011,Seychelles,3.71,0.755,1.926136028,Sub-Saharan Africa
2011,Sierra Leone,0.136,0.401,0.368781778,Sub-Saharan Africa
2011,Singapore,8.74,0.917,2.9563491,Asia and Oceania
2011,Slovak Republic,6.38,0.835,2.525866188,Eastern Europe
2011,Slovenia,7.35,0.877,2.711088342,European Community
2011,Solomon Islands,0.367,0.505,0.605805249,Asia and Oceania
2011,South Africa,9,0.644,3,Sub-Saharan Africa
2011,South Korea,11.8,0.889,3.435112807,Asia and Oceania
2011,South Sudan,,0.419,0,Middle East and N Africa
2011,Spain,5.77,0.871,2.40208243,European Community
2011,Sri Lanka,0.745,0.752,0.863133825,Asia and Oceania
2011,St. Kitts and Nevis,4.44,0.746,2.107130751,Latin America and Caribbean
2011,St. Lucia,2.34,0.735,1.529705854,Latin America and Caribbean
2011,St. Vincent and the Grenadines,1.81,0.713,1.345362405,Latin America and Caribbean
2011,Sudan,0.445,0.468,0.667083203,Middle East and N Africa
2011,Suriname,3.7,0.708,1.923538406,Latin America and Caribbean
2011,Swaziland,0.856,0.534,0.92520268,Sub-Saharan Africa
2011,Sweden,5.47,0.903,2.338803113,European Community
2011,Switzerland,4.66,0.932,2.158703314,Western Europe exc EC
2011,Syria,2.73,0.645,1.652271164,Middle East and N Africa
2011,Tajikistan,0.301,0.613,0.548634669,Eastern Europe
2011,Tanzania,0.17,0.504,0.412310563,Sub-Saharan Africa
2011,Thailand,4.12,0.729,2.029778313,Asia and Oceania
2011,Timor-Leste,0.217,0.618,0.465832588,Asia and Oceania
